codigo_postal;municipio;pais
10335;Peraleda de la Mata;España
10340;Castañar de Ibor;España
10341;Navalvillar de Ibor;España
10350;Almaraz;España
10359;Higuera;España
10359;Romangordo;España
10360;Casas de Miravete;España
10370;Deleitosa;España
10370;Hernán-Pérez;España
10371;Robledollano;España
10372;Cabañas del Castillo;España
10373;Cabañas del Castillo;España
10374;Navezuelas;España
10380;Jaraicejo;España
10390;Saucedilla;España
10391;Rosalejo;España
10392;Berrocalejo;España
10392;Gordo, El;España
10393;Valdehúncar;España
10394;Belvís de Monroy;España
10394;Millanes;España
10400;Jaraíz de la Vera;España
10410;Arroyomolinos de la Vera;España
10411;Pasarón de la Vera;España
10412;Garganta la Olla;España
10413;Torremenga;España
10414;Collado de la Vera;España
10420;Tejeda de Tiétar;España
10430;Cuacos de Yuste;España
10440;Aldeanueva de la Vera;España
10450;Jaraíz de la Vera;España
10450;Jarandilla de la Vera;España
10459;Guijo de Santa Bárbara;España
10460;Losar de la Vera;España
10470;Villanueva de la Vera;España
10480;Madrigal de la Vera;España
10484;Vegaviana;España
10490;Valverde de la Vera;España
10490;Villanueva de la Vera;España
10491;Talaveruela de la Vera;España
10492;Viandar de la Vera;España
10493;Robledillo de la Vera;España
10500;Valencia de Alcántara;España
10509;Valencia de Alcántara;España
10510;Santiago de Alcántara;España
10511;Carbajo;España
10512;Herrera de Alcántara;España
10513;Cedillo;España
10514;Valencia de Alcántara;España
10515;Valencia de Alcántara;España
10516;Valencia de Alcántara;España
10519;Valencia de Alcántara;España
10520;Casatejada;España
10520;Toril;España
10521;Toril;España
10528;Serrejón;España
10529;Majadas;España
10530;Serradilla;España
10540;Mirabel;España
10550;Aliseda;España
10560;Herguijuela;España
10560;Herreruela;España
10570;Salorino;España
10580;Membrío;España
10590;Malpartida de Plasencia;España
10591;Herguijuela;España
10591;Malpartida de Plasencia;España
10591;Toril;España
10592;Casas de Millán;España
10593;Casar de Cáceres;España
10600;Plasencia;España
10610;Cabezuela del Valle;España
10611;Tornavacas;España
10612;Jerte;España
10613;Navaconcejo;España
10614;Valdastillas;España
10615;Piornal;España
10616;Cabrero;España
10616;Casas del Castañar;España
10616;Guijo de Granadilla;España
10617;Rebollar;España
10617;Torno, El;España
10620;Caminomorisco;España
10623;Caminomorisco;España
10623;Nuñomoral;España
10624;Caminomorisco;España
10624;Ladrillar;España
10625;Ladrillar;España
10626;Nuñomoral;España
10627;Nuñomoral;España
10628;Casares de las Hurdes;España
10628;Nuñomoral;España
10629;Caminomorisco;España
10629;Nuñomoral;España
10630;Caminomorisco;España
10630;Casar de Palomero;España
10630;Pinofranqueado;España
10630;Serradilla;España
10638;Pinofranqueado;España
10639;Pinofranqueado;España
10640;Casar de Palomero;España
10649;Casar de Palomero;España
10649;Pesga, La;España
10650;Ahigal;España
10660;Palomero;España
10660;Santa Cruz de Paniagua;España
10661;Santa Cruz de Paniagua;España
10662;Marchagaz;España
10663;Cerezo;España
10663;Jaraicejo;España
10664;Mohedas de Granadilla;España
10665;Guijo de Granadilla;España
10666;Aceituna;España
10666;Santibáñez el Bajo;España
10667;Oliva de Plasencia;España
10670;Carcaboso;España
10671;Aldehuela de Jerte;España
10671;Carcaboso;España
10671;Plasencia;España
10672;Valdeobispo;España
10680;Malpartida de Plasencia;España
10690;Plasencia;España
10690;Alagón del Río;España
10691;Galisteo;España
10692;Guijo de Galisteo;España
10693;Riolobos;España
10694;Torrejón el Rubio;España
10695;Serradilla;España
10696;Barrado;España
10696;Gargüera;España
10697;Malpartida de Plasencia;España
10697;Tejeda de Tiétar;España
10697;Toril;España
10700;Hervás;España
10710;Zarza de Granadilla;España
10711;Granja, La;España
10720;Villar de Plasencia;España
10728;Jarilla;España
10729;Cabezabellosa;España
10730;Casas del Monte;España
10739;Segura de Toro;España
10740;Aldeanueva del Camino;España
10748;Abadía;España
10749;Gargantilla;España
10750;Baños de Montemayor;España
10759;Garganta, La;España
10800;Coria;España
10810;Montehermoso;España
10810;Valdefuentes;España
10811;Coria;España
10811;Guijo de Galisteo;España
10811;Morcillo;España
10812;Villanueva de la Sierra;España
10813;Pozuelo de Zarzón;España
10814;Villa del Campo;España
10815;Guijo de Coria;España
10816;Casas de Don Gómez;España
10816;Guijo de Galisteo;España
10817;Calzadilla;España
10818;Casas de Don Gómez;España
10818;Casillas de Coria;España
10820;Cañaveral;España
10824;Holguera;España
10828;Portezuelo;España
10829;Cañaveral;España
10829;Holguera;España
10829;Pedroso de Acim;España
10829;Riolobos;España
10830;Torrejoncillo;España
10839;Torrejoncillo;España
10840;Moraleja;España
10848;Vegaviana;España
10849;Gata;España
10849;Huélaga;España
10850;Hoyos;España
10857;Acebo;España
10858;Villasbuenas de Gata;España
10859;Santibáñez el Alto;España
10860;Gata;España
10864;Torre de Don Miguel;España
10865;Cadalso;España
10866;Descargamaría;España
10867;Robledillo de Gata;España
10868;Hernán-Pérez;España
10869;Torrecilla de los Ángeles;España
10870;Ceclavín;España
10879;Acehúche;España
10880;Gata;España
10880;Zarza la Mayor;España
10881;Cachorrilla;España
10882;Pescueza;España
10883;Portaje;España
10885;Cadalso;España
10890;Valverde del Fresno;España
10891;Eljas;España
10892;San Martín de Trevejo;España
10893;Villamiel;España
10895;Cilleros;España
10896;Perales del Puerto;España
10897;Cañaveral;España
10900;Arroyo de la Luz;España
10910;Malpartida de Cáceres;España
10920;Cáceres;España
10930;Navas del Madroño;España
10940;Garrovillas de Alconétar;España
10950;Brozas;España
10960;Villa del Rey;España
10970;Mata de Alcántara;España
10980;Alcántara;España
10989;Alcántara;España
10990;Alcántara;España
10991;Piedras Albas;España
11001;Cádiz;España
11002;Cádiz;España
11003;Cádiz;España
11004;Cádiz;España
11005;Cádiz;España
11006;Cádiz;España
11007;Cádiz;España
11008;Cádiz;España
11009;Cádiz;España
11010;Cádiz;España
11011;Cádiz;España
11012;Cádiz;España
11100;San Fernando;España
11130;Chiclana de la Frontera;España
11139;Chiclana de la Frontera;España
11140;Conil de la Frontera;España
11149;Conil de la Frontera;España
11150;Barbate;España
11150;Vejer de la Frontera;España
11158;Vejer de la Frontera;España
11159;Barbate;España
11159;Vejer de la Frontera;España
11160;Barbate;España
11170;Medina-Sidonia;España
11178;Paterna de Rivera;España
11179;Medina-Sidonia;España
11179;Vejer de la Frontera;España
11180;Alcalá de los Gazules;España
11190;Benalup-Casas Viejas;España
11201;Algeciras;España
11202;Algeciras;España
11203;Algeciras;España
11204;Algeciras;España
11205;Algeciras;España
11206;Algeciras;España
11207;Algeciras;España
11300;Línea de la Concepción, La;España
11300;Puerto Serrano;España
11310;San Roque;España
11311;Sanlúcar de Barrameda;España
11311;San Roque;España
11312;San Roque;España
11313;San Roque;España
11314;San Roque;España
11320;Jimena de la Frontera;España
11330;Jimena de la Frontera;España
11339;Jimena de la Frontera;España
11350;Castellar de la Frontera;España
11360;San Roque;España
11368;San Roque;España
11369;San Roque;España
11370;Barrios, Los;España
11379;Barrios, Los;España
11380;Tarifa;España
11389;Algodonales;España
11390;Algeciras;España
11390;Tarifa;España
11391;Algeciras;España
11391;Tarifa;España
11392;Tarifa;España
11393;Barbate;España
11393;Tarifa;España
11400;Jerez de la Frontera;España
11401;Jerez de la Frontera;España
11402;Jerez de la Frontera;España
11403;Jerez de la Frontera;España
11404;Jerez de la Frontera;España
11405;Jerez de la Frontera;España
11406;Jerez de la Frontera;España
11407;Jerez de la Frontera;España
11408;Jerez de la Frontera;España
11500;Puerto de Santa María, El;España
11510;Puerto Real;España
11518;Puerto Real;España
11519;Puerto Real;España
11520;Bornos;España
11520;Rota;España
11540;Sanlúcar de Barrameda;España
11549;Sanlúcar de Barrameda;España
11550;Chipiona;España
11560;Trebujena;España
11570;Jerez de la Frontera;España
11579;Jerez de la Frontera;España
11580;San José del Valle;España
11590;Jerez de la Frontera;España
11591;Jerez de la Frontera;España
11592;Jerez de la Frontera;España
11593;Jerez de la Frontera;España
11594;Jerez de la Frontera;España
11595;Jerez de la Frontera;España
11596;Jerez de la Frontera;España
11600;Ubrique;España
11610;Grazalema;España
11611;Villaluenga del Rosario;España
11612;Benaocaz;España
11620;Arcos de la Frontera;España
11630;Arcos de la Frontera;España
11638;Arcos de la Frontera;España
11639;Algar;España
11640;Bornos;España
11648;Espera;España
11649;Bornos;España
11650;Villamartín;España
11659;Puerto Serrano;España
11660;Prado del Rey;España
11670;Bosque, El;España
11679;Grazalema;España
11680;Algodonales;España
11687;Gastor, El;España
11688;Zahara;España
11689;Algodonales;España
11690;Olvera;España
11691;Torre Alháquime;España
11692;Setenil de las Bodegas;España
11693;Alcalá del Valle;España
12001;Castellón de la Plana/Castelló de la Plana;España
12002;Castellón de la Plana/Castelló de la Plana;España
12003;Castellón de la Plana/Castelló de la Plana;España
12004;Castellón de la Plana/Castelló de la Plana;España
12005;Castellón de la Plana/Castelló de la Plana;España
12006;Castellón de la Plana/Castelló de la Plana;España
12100;Alcora, l';España
12100;Castellón de la Plana/Castelló de la Plana;España
12110;Alcora, l';España
12118;Useras/Useres, les;España
12119;Alcora, l';España
12119;Costur;España
12120;Llucena/Lucena del Cid;España
12121;Alcora, l';España
12122;Figueroles;España
12122;Useras/Useres, les;España
12123;Castillo de Villamalefa;España
12123;Ludiente;España
12124;Chodos/Xodos;España
12124;Villahermosa del Río;España
12125;Zucaina;España
12126;Cortes de Arenoso;España
12127;Cortes de Arenoso;España
12130;Sant Joan de Moró;España
12131;Useras/Useres, les;España
12132;Atzeneta del Maestrat;España
12133;Atzeneta del Maestrat;España
12134;Benafigos;España
12134;Chodos/Xodos;España
12135;Geldo;España
12135;Vistabella del Maestrat;España
12138;Cinctorres;España
12140;Albocàsser;España
12150;Villafranca del Cid/Vilafranca;España
12159;Castellfort;España
12160;Benassal;España
12161;Torre d'En Besora, la;España
12162;Vilar de Canes;España
12163;Culla;España
12164;Sierra Engarcerán;España
12165;Ares del Maestrat;España
12166;Sierra Engarcerán;España
12170;Sant Mateu;España
12179;Tírig;España
12180;Cabanes;España
12181;Benlloch;España
12182;Sierra Engarcerán;España
12183;Vilanova d'Alcolea;España
12184;Serratella, la;España
12184;Torre d'en Doménec, la;España
12185;Coves de Vinromà, les;España
12186;Salzadella, la;España
12190;Borriol;España
12190;Vall d'Alba;España
12191;Pobla Tornesa, la;España
12192;Vilafamés;España
12193;Sierra Engarcerán;España
12193;Vall d'Alba;España
12194;Vall d'Alba;España
12200;Onda;España
12210;Ribesalbes;España
12220;Onda;España
12221;Tales;España
12222;Aín;España
12222;Alcudia de Veo;España
12223;Sueras/Suera;España
12224;Ayódar;España
12224;Villamalur;España
12225;Fuentes de Ayódar;España
12225;Torralba del Pinar;España
12230;Argelita;España
12230;Espadilla;España
12230;Fanzara;España
12230;Toga;España
12230;Vallat;España
12231;Cirat;España
12232;Arañuel;España
12232;Cirat;España
12232;Torrechiva;España
12300;Morella;España
12310;Figueroles;España
12310;Forcall;España
12311;Palanques;España
12311;Villores;España
12311;Zorita del Maestrazgo;España
12312;Mata de Morella, la;España
12312;Olocau del Rey;España
12312;Todolella;España
12315;Vallibona;España
12316;Morella;España
12317;Herbés;España
12318;Cinctorres;España
12318;Portell de Morella;España
12319;Castell de Cabres;España
12320;Sant Jordi/San Jorge;España
12330;San Rafael del Río;España
12330;Traiguera;España
12340;Jana, la;España
12350;Canet lo Roig;España
12360;Xert;España
12370;Xert;España
12400;Segorbe;España
12410;Altura;España
12412;Geldo;España
12412;Segorbe;España
12413;Almedíjar;España
12413;Castellnovo;España
12414;Algimia de Almonacid;España
12414;Segorbe;España
12414;Vall de Almonacid;España
12415;Gaibiel;España
12415;Matet;España
12420;Barracas;España
12428;Fuente la Reina;España
12428;Puebla de Arenoso;España
12428;Villanueva de Viver;España
12429;Fuente la Reina;España
12429;Pina de Montalgrao;España
12429;Toro, El;España
12430;Bejís;España
12431;Torás;España
12440;Caudiel;España
12447;Montán;España
12448;Montanejos;España
12449;Benafer;España
12449;Higueras;España
12449;Pavías;España
12450;Jérica;España
12460;Viver;España
12469;Sacañet;España
12469;Teresa;España
12469;Viver;España
12470;Navajas;España
12480;Soneja;España
12489;Sot de Ferrer;España
12490;Azuébar;España
12499;Chóvar;España
12500;Vinaròs;España
12510;San Rafael del Río;España
12511;Rossell;España
12512;Rossell;España
12513;Catí;España
12520;Nules;España
12526;Vilavella, la;España
12527;Artana;España
12528;Eslida;España
12529;Nules;España
12530;Benicarló;España
12530;Borriana/Burriana;España
12539;Alqueries, les/Alquerías del Niño Perdido;España
12540;Vila-real;España
12549;Betxí;España
12550;Almazora/Almassora;España
12560;Benicasim/Benicàssim;España
12560;Castellón de la Plana/Castelló de la Plana;España
12570;Alcalà de Xivert;España
12578;Cervera del Maestre;España
12579;Alcalà de Xivert;España
12580;Benicarló;España
12589;Càlig;España
12590;Almenara;España
12591;Llosa, la;España
12592;Chilches/Xilxes;España
12593;Moncofa;España
12594;Oropesa del Mar/Orpesa;España
12595;Cabanes;España
12596;Torreblanca;España
12597;Santa Magdalena de Pulpis;España
12598;Peníscola/Peñíscola;España
12599;Pobla de Benifassà, la;España
12599;Rossell;España
12600;Vall d'Uixó, la;España
12609;Alfondeguilla;España
12952;Chilches/Xilxes;España
13001;Ciudad Real;España
13002;Ciudad Real;España
13003;Ciudad Real;España
13004;Ciudad Real;España
13005;Ciudad Real;España
13100;Piedrabuena;España
13107;Alcolea de Calatrava;España
13108;Luciana;España
13109;Puebla de Don Rodrigo;España
13110;Helechosa de los Montes;España
13110;Horcajo de los Montes;España
13114;Robledo, El;España
13115;Alcoba;España
13116;Alcoba;España
13117;Anchuras;España
13118;Anchuras;España
13118;Porzuna;España
13120;Porzuna;España
13129;Porzuna;España
13130;Fuencaliente;España
13140;Fernán Caballero;España
13150;Carrión de Calatrava;España
13160;Torralba de Calatrava;España
13170;Miguelturra;España
13179;Almodóvar del Campo;España
13179;Pozuelo de Calatrava;España
13180;Abenójar;España
13189;Almodóvar del Campo;España
13190;Corral de Calatrava;España
13190;Miguelturra;España
13191;Caracuel de Calatrava;España
13191;Pozuelos de Calatrava, Los;España
13192;Almodóvar del Campo;España
13192;Cabezarados;España
13193;Arroba de los Montes;España
13193;Fontanarejo;España
13193;Navalpino;España
13194;Malagón;España
13194;Navas de Estena;España
13194;Porzuna;España
13194;Retuerta del Bullaque;España
13195;Ciudad Real;España
13195;Poblete;España
13196;Ciudad Real;España
13196;Picón;España
13196;Piedrabuena;España
13197;Ciudad Real;España
13200;Manzanares;España
13210;Villarta de San Juan;España
13220;Llanos del Caudillo;España
13230;Membrilla;España
13240;Solana, La;España
13247;San Carlos del Valle;España
13248;Alhambra;España
13249;Ruidera;España
13250;Daimiel;España
13260;Almagro;España
13260;Bolaños de Calatrava;España
13270;Almagro;España
13279;Valenzuela de Calatrava;España
13300;Valdepeñas;España
13310;Valdepeñas;España
13320;Villanueva de los Infantes;España
13326;Montiel;España
13327;Santa Cruz de los Cáñamos;España
13328;Almedina;España
13329;Carrizosa;España
13330;Villanueva de la Fuente;España
13331;Villahermosa;España
13332;Villahermosa;España
13333;Fuenllana;España
13340;Albaladejo;España
13341;Terrinches;España
13342;Puebla del Príncipe;España
13343;Villamanrique;España
13344;Torre de Juan Abad;España
13345;Cózar;España
13350;Moral de Calatrava;España
13360;Granátula de Calatrava;España
13370;Calzada de Calatrava;España
13379;Villanueva de San Carlos;España
13380;Aldea del Rey;España
13390;Alhambra;España
13391;Alcubillas;España
13400;Almadén;España
13410;Agudo;España
13411;Valdemanco del Esteras;España
13412;Chillón;España
13413;Alamillo;España
13414;Almadenejos;España
13414;Saceruela;España
13415;Almodóvar del Campo;España
13420;Malagón;España
13427;Cortijos, Los;España
13428;Fuente el Fresno;España
13428;Malagón;España
13429;Malagón;España
13430;Cañada de Calatrava;España
13431;Villar del Pozo;España
13432;Ballesteros de Calatrava;España
13440;Argamasilla de Calatrava;España
13449;Brazatortas;España
13450;Brazatortas;España
13459;Almodóvar del Campo;España
13460;Almodóvar del Campo;España
13470;Almodóvar del Campo;España
13473;Abenójar;España
13473;Almodóvar del Campo;España
13480;Almadenejos;España
13490;Guadalmez;España
13499;Guadalmez;España
13500;Puertollano;España
13580;Almodóvar del Campo;España
13590;Hinojosas de Calatrava;España
13591;Cabezarrubias del Puerto;España
13592;Mestanza;España
13593;Solana del Pino;España
13594;Mestanza;España
13595;Villamayor de Calatrava;España
13596;Almodóvar del Campo;España
13597;Puertollano;España
13598;Almodóvar del Campo;España
13600;Alcázar de San Juan;España
13610;Campo de Criptana;España
13619;Arenales de San Gregorio;España
13620;Pedro Muñoz;España
13629;Tomelloso;España
13630;Socuéllamos;España
13640;Herencia;España
13650;Puerto Lápice;España
13660;Labores, Las;España
13670;Villarrubia de los Ojos;España
13679;Arenas de San Juan;España
13680;Fuente el Fresno;España
13690;Alcázar de San Juan;España
13700;Tomelloso;España
13710;Argamasilla de Alba;España
13720;Alcázar de San Juan;España
13730;Santa Cruz de Mudela;España
13739;Calzada de Calatrava;España
13739;Viso del Marqués;España
13740;Torrenueva;España
13750;Castellar de Santiago;España
13760;Almuradiel;España
13768;Almuradiel;España
13768;Viso del Marqués;España
13770;Viso del Marqués;España
13779;Calzada de Calatrava;España
13779;San Lorenzo de Calatrava;España
14001;Córdoba;España
14002;Córdoba;España
14003;Córdoba;España
14004;Córdoba;España
14005;Córdoba;España
14006;Córdoba;España
14007;Córdoba;España
14008;Córdoba;España
14009;Córdoba;España
14010;Córdoba;España
14011;Córdoba;España
14012;Córdoba;España
14013;Córdoba;España
14014;Córdoba;España
14029;Córdoba;España
14035;Hinojosa del Duque;España
14071;Villafranca de Córdoba;España
14100;Carlota, La;España
14110;Fuente Palmera;España
14111;Carlota, La;España
14112;Fuente Palmera;España
14113;Fuente Palmera;España
14115;Carpio, El;España
14115;Fuente Palmera;España
14120;Fuente Palmera;España
14129;Fuente Palmera;España
14129;Hornachuelos;España
14130;Guadalcázar;España
14140;Victoria, La;España
14150;San Sebastián de los Ballesteros;España
14190;Benamejí;España
14190;Córdoba;España
14191;Carlota, La;España
14192;Córdoba;España
14193;Córdoba;España
14193;Encinas Reales;España
14200;Peñarroya-Pueblonuevo;España
14206;Valsequillo;España
14207;Granjuela, La;España
14208;Blázquez, Los;España
14209;Belmez;España
14209;Fuente Obejuna;España
14209;Hornachuelos;España
14210;Espiel;España
14210;Villaharta;España
14220;Espiel;España
14230;Villanueva del Rey;España
14240;Belmez;España
14248;Belmez;España
14249;Belmez;España
14249;Fuente Obejuna;España
14250;Villanueva del Duque;España
14260;Fuente la Lancha;España
14270;Hinojosa del Duque;España
14280;Belalcázar;España
14290;Fuente Obejuna;España
14297;Fuente Obejuna;España
14298;Fuente Obejuna;España
14299;Fuente Obejuna;España
14300;Villaviciosa de Córdoba;España
14310;Obejo;España
14320;Espiel;España
14320;Obejo;España
14320;Villaviciosa de Córdoba;España
14330;Córdoba;España
14350;Córdoba;España
14350;Obejo;España
14400;Pozoblanco;España
14410;Torrecampo;España
14412;Pedroche;España
14413;Guijo, El;España
14420;Villafranca de Córdoba;España
14430;Adamuz;España
14439;Adamuz;España
14440;Villanueva de Córdoba;España
14445;Cardeña;España
14446;Cardeña;España
14447;Cardeña;España
14448;Conquista;España
14449;Almodóvar del Campo;España
14450;Añora;España
14450;Montilla;España
14460;Dos Torres;España
14470;Viso, El;España
14480;Alcaracejos;España
14490;Villaralto;España
14491;Santa Eufemia;España
14500;Puente Genil;España
14510;Moriles;España
14511;Lucena;España
14512;Puente Genil;España
14520;Fernán-Núñez;España
14530;Montemayor;España
14540;Rambla, La;España
14546;Santaella;España
14547;Santaella;España
14548;Montalbán de Córdoba;España
14549;Santaella;España
14550;Montilla;España
14600;Montoro;España
14610;Adamuz;España
14610;Córdoba;España
14620;Carpio, El;España
14630;Pedro Abad;España
14640;Villa del Río;España
14650;Bujalance;España
14659;Bujalance;España
14660;Cañete de las Torres;España
14670;Valenzuela;España
14700;Palma del Río;España
14709;Hornachuelos;España
14710;Córdoba;España
14711;Córdoba;España
14719;Córdoba;España
14720;Almodóvar del Río;España
14729;Almodóvar del Río;España
14730;Posadas;España
14739;Posadas;España
14740;Hornachuelos;España
14800;Priego de Córdoba;España
14810;Carcabuey;España
14811;Cabra;España
14811;Carcabuey;España
14811;Priego de Córdoba;España
14812;Almedinilla;España
14813;Almedinilla;España
14814;Priego de Córdoba;España
14815;Fuente-Tójar;España
14815;Priego de Córdoba;España
14816;Priego de Córdoba;España
14817;Priego de Córdoba;España
14820;Córdoba;España
14830;Espejo;España
14840;Castro del Río;España
14850;Baena;España
14857;Castro del Río;España
14857;Nueva Carteya;España
14858;Castro del Río;España
14859;Baena;España
14860;Doña Mencía;España
14870;Zuheros;España
14880;Luque;España
14900;Lucena;España
14910;Benamejí;España
14911;Lucena;España
14913;Encinas Reales;España
14914;Palenciana;España
14915;Benamejí;España
14920;Aguilar de la Frontera;España
14930;Monturque;España
14940;Cabra;España
14941;Santa Eufemia;España
14949;Cabra;España
14950;Baena;España
14950;Hornachuelos;España
14950;Rute;España
14960;Rute;España
14970;Iznájar;España
14978;Iznájar;España
14979;Iznájar;España
15001;Coruña, A;España
15002;Coruña, A;España
15003;Coruña, A;España
15004;Coruña, A;España
15005;Coruña, A;España
15006;Coruña, A;España
15007;Coruña, A;España
15008;Arteixo;España
15008;Coruña, A;España
15009;Coruña, A;España
15010;Coruña, A;España
15011;Coruña, A;España
15100;Carballo;España
15102;Carballo;España
15105;Carballo;España
15106;Carballo;España
15107;Carballo;España
15108;Carballo;España
15109;Carballo;España
15110;Cabana de Bergantiños;España
15110;Ponteceso;España
15111;Malpica de Bergantiños;España
15112;Malpica de Bergantiños;España
15113;Malpica de Bergantiños;España
15114;Ponteceso;España
15115;Cabana de Bergantiños;España
15116;Cabana de Bergantiños;España
15117;Laxe;España
15118;Laxe;España
15119;Cabana de Bergantiños;España
15121;Camariñas;España
15121;Vimianzo;España
15122;Camariñas;España
15123;Camariñas;España
15124;Muxía;España
15125;Muxía;España
15126;Muxía;España
15126;Vimianzo;España
15127;Vimianzo;España
15128;Vimianzo;España
15129;Vimianzo;España
15130;Corcubión;España
15137;Corcubión;España
15138;Cee;España
15139;Culleredo;España
15140;Arteixo;España
15141;Arteixo;España
15142;Arteixo;España
15144;Arteixo;España
15145;Laracha, A;España
15146;Laracha, A;España
15147;Coristanco;España
15148;Coristanco;España
15149;Cabana de Bergantiños;España
15150;Vimianzo;España
15150;Zas;España
15151;Dumbría;España
15152;Dumbría;España
15153;Fisterra;España
15154;Fisterra;España
15155;Fisterra;España
15160;Sada;España
15165;Bergondo;España
15166;Bergondo;España
15167;Bergondo;España
15168;Sada;España
15169;Sada;España
15170;Coruña, A;España
15171;Oleiros;España
15172;Oleiros;España
15173;Oleiros;España
15174;Culleredo;España
15175;Carral;España
15176;Oleiros;España
15177;Oleiros;España
15178;Oleiros;España
15179;Oleiros;España
15180;Culleredo;España
15181;Cambre;España
15182;Carral;España
15183;Carral;España
15184;Carral;España
15185;Cerceda;España
15186;Cerceda;España
15187;Cerceda;España
15188;Cerceda;España
15189;Culleredo;España
15190;Coruña, A;España
15191;Coruña, A;España
15192;Coruña, A;España
15198;Culleredo;España
15199;Culleredo;España
15200;Noia;España
15210;Noia;España
15211;Noia;España
15212;Lousame;España
15213;Noia;España
15214;Lousame;España
15215;Lousame;España
15216;Lousame;España
15218;Lousame;España
15218;Noia;España
15218;Porto do Son;España
15220;Ames;España
15228;Ames;España
15229;Ames;España
15230;Outes;España
15236;Outes;España
15237;Outes;España
15239;Outes;España
15240;Muros;España
15250;Muros;España
15256;Mazaricos;España
15258;Mazaricos;España
15259;Muros;España
15270;Cee;España
15280;Brión;España
15281;Rois;España
15282;Rois;España
15284;Muros;España
15286;Outes;España
15287;Outes;España
15288;Outes;España
15290;Muros;España
15291;Muros;España
15292;Carnota;España
15293;Carnota;España
15295;Carnota;España
15296;Carnota;España
15297;Dumbría;España
15298;Cee;España
15299;Cee;España
15300;Betanzos;España
15310;Curtis;España
15313;Irixoa;España
15314;Paderne;España
15315;Monfero;España
15316;Coirós;España
15317;Aranga;España
15318;Abegondo;España
15319;Bergondo;España
15319;Betanzos;España
15319;Paderne;España
15320;Pontes de García Rodríguez, As;España
15324;Pontes de García Rodríguez, As;España
15325;Pontes de García Rodríguez, As;España
15326;Pontes de García Rodríguez, As;España
15327;Pontes de García Rodríguez, As;España
15328;Pontes de García Rodríguez, As;España
15329;Pontes de García Rodríguez, As;España
15330;Ortigueira;España
15332;Ortigueira;España
15337;Mañón;España
15338;Ortigueira;España
15339;Mañón;España
15339;Ortigueira;España
15340;Ortigueira;España
15347;Cedeira;España
15349;Ortigueira;España
15350;Cedeira;España
15357;Cedeira;España
15358;Cedeira;España
15359;Cedeira;España
15360;Cariño;España
15365;Cariño;España
15366;Cariño;España
15367;Ortigueira;España
15368;Ortigueira;España
15369;Cariño;España
15379;Curtis;España
15380;Oza-Cesuras;España
15386;Oza-Cesuras;España
15387;Oza-Cesuras;España
15388;Oza-Cesuras;España
15389;Oza-Cesuras;España
15390;Oza-Cesuras;España
15391;Oza-Cesuras;España
15401;Ferrol;España
15402;Ferrol;España
15403;Ferrol;España
15404;Ferrol;España
15405;Ferrol;España
15406;Ferrol;España
15407;Ferrol;España
15500;Fene;España
15509;Fene;España
15510;Neda;España
15520;Fene;España
15528;Fene;España
15530;Cerdido;España
15540;Narón;España
15541;Narón;España
15542;Valdoviño;España
15543;Valdoviño;España
15550;Valdoviño;España
15551;Valdoviño;España
15552;Valdoviño;España
15553;Valdoviño;España
15554;Valdoviño;España
15555;Cedeira;España
15560;San Sadurniño;España
15561;San Sadurniño;España
15562;San Sadurniño;España
15563;Moeche;España
15564;Moeche;España
15565;Somozas, As;España
15566;Somozas, As;España
15567;Somozas, As;España
15568;Somozas, As;España
15569;Cerdido;España
15570;Narón;España
15572;Narón;España
15573;Narón;España
15576;San Sadurniño;España
15577;Neda;España
15578;Narón;España
15579;Neda;España
15580;San Sadurniño;España
15582;Boqueixón;España
15582;Pontes de García Rodríguez, As;España
15590;Ferrol;España
15591;Ferrol;España
15592;Ferrol;España
15593;Ferrol;España
15594;Ferrol;España
15595;Ferrol;España
15596;Narón;España
15597;Narón;España
15598;San Sadurniño;España
15600;Pontedeume;España
15607;Pontedeume;España
15608;Miño;España
15608;Pontedeume;España
15609;Monfero;España
15609;Pontedeume;España
15611;Cabanas;España
15612;Cabanas;España
15613;Capela, A;España
15614;Pontedeume;España
15615;Vilarmaior;España
15616;Vilarmaior;España
15617;Monfero;España
15619;Monfero;España
15620;Mugardos;España
15621;Cabanas;España
15622;Cabanas;España
15623;Ares;España
15624;Ares;España
15625;Ares;España
15626;Mugardos;España
15627;Fene;España
15627;Mugardos;España
15630;Miño;España
15635;Miño;España
15637;Vilarmaior;España
15638;Vilarmaior;España
15639;Miño;España
15640;Bergondo;España
15650;Cambre;España
15656;Zas;España
15659;Cambre;España
15660;Cambre;España
15668;Cambre;España
15669;Cambre;España
15670;Culleredo;España
15679;Cambre;España
15680;Ordes;España
15683;Tordoia;España
15684;Ordes;España
15684;Oroso;España
15684;Tordoia;España
15685;Frades;España
15685;Mesía;España
15685;Ordes;España
15686;Frades;España
15686;Mesía;España
15686;Trazo;España
15687;Ordes;España
15687;Trazo;España
15688;Oroso;España
15688;Santiago de Compostela;España
15689;Mesía;España
15689;Ordes;España
15689;Tordoia;España
15690;Arteixo;España
15701;Santiago de Compostela;España
15702;Santiago de Compostela;España
15703;Santiago de Compostela;España
15704;Santiago de Compostela;España
15705;Santiago de Compostela;España
15706;Santiago de Compostela;España
15707;Santiago de Compostela;España
15800;Melide;España
15805;Melide;España
15806;Toques;España
15807;Vilasantar;España
15808;Santiso;España
15809;Melide;España
15810;Arzúa;España
