codigo_postal;municipio;pais
25712;Montferrer i Castellbò;España
25713;Ribera d'Urgellet;España
25714;Montferrer i Castellbò;España
25714;Ribera d'Urgellet;España
25714;Valls d'Aguilar, Les;España
25715;Alàs i Cerc;España
25716;Gósol;España
25717;Alàs i Cerc;España
25717;Vansa i Fórnols, La;España
25717;Josa i Tuixén;España
25718;Alàs i Cerc;España
25719;Estamariu;España
25720;Bellver de Cerdanya;España
25721;Bellver de Cerdanya;España
25721;Prats i Sansor;España
25721;Riu de Cerdanya;España
25722;Pont de Bar, El;España
25722;Arsèguel;España
25722;Cava;España
25723;Pont de Bar, El;España
25724;Bellver de Cerdanya;España
25724;Montellà i Martinet;España
25725;Montellà i Martinet;España
25726;Lles de Cerdanya;España
25727;Prullans;España
25730;Artesa de Segre;España
25735;Vilanova de Meià;España
25736;Artesa de Segre;España
25736;Vilanova de Meià;España
25737;Alòs de Balaguer;España
25737;Artesa de Segre;España
25737;Bassella;España
25737;Cubells;España
25737;Foradada;España
25738;Artesa de Segre;España
25738;Vilanova de Meià;España
25739;Artesa de Segre;España
25740;Ponts;España
25746;Ponts;España
25747;Baronia de Rialb, La;España
25748;Cabanabona;España
25748;Oliola;España
25748;Vilanova de l'Aguda;España
25749;Oliola;España
25749;Ponts;España
25749;Vilanova de l'Aguda;España
25750;Torà;España
25751;Torà;España
25752;Biosca;España
25753;Biosca;España
25753;Sanaüja;España
25790;Bassella;España
25790;Coll de Nargó;España
25790;Odèn;España
25790;Oliana;España
25790;Peramola;España
25791;Tiurana;España
25792;Bassella;España
25793;Coll de Nargó;España
25794;Cabó;España
25794;Coll de Nargó;España
25794;Organyà;España
25794;Fígols i Alinyà;España
25795;Ribera d'Urgellet;España
25795;Valls d'Aguilar, Les;España
25796;Ribera d'Urgellet;España
25797;Ribera d'Urgellet;España
25798;Valls de Valira, Les;España
25799;Pont de Bar, El;España
25969;Pizarra;España
26001;Logroño;España
26002;Logroño;España
26003;Logroño;España
26004;Logroño;España
26005;Logroño;España
26006;Logroño;España
26006;Villamediana de Iregua;España
26007;Logroño;España
26008;Logroño;España
26009;Logroño;España
26100;Almarza de Cameros;España
26100;Torrecilla en Cameros;España
26110;Nestares;España
26111;Almarza de Cameros;España
26111;Pinillos;España
26120;Albelda de Iregua;España
26121;Nalda;España
26121;Viguera;España
26122;Gallinero de Cameros;España
26122;Pradillo;España
26123;Villanueva de Cameros;España
26124;Nieva de Cameros;España
26124;Ortigosa de Cameros;España
26124;Rasillo de Cameros, El;España
26125;Villoslada de Cameros;España
26126;Lumbreras;España
26130;Alberite;España
26130;Clavijo;España
26130;Ribafrecha;España
26131;Lagunilla del Jubera;España
26131;Robres del Castillo;España
26131;Santa Engracia del Jubera;España
26132;Leza de Río Leza;España
26132;Santa Engracia del Jubera;España
26132;Soto en Cameros;España
26132;Terroba;España
26133;Ajamil de Cameros;España
26133;Hornillos de Cameros;España
26133;Rabanera;España
26133;San Román de Cameros;España
26134;Jalón de Cameros;España
26134;Muro en Cameros;España
26134;Torre en Cameros;España
26135;Cabezón de Cameros;España
26135;Laguna de Cameros;España
26140;Lardero;España
26141;Alberite;España
26142;Villamediana de Iregua;España
26143;Murillo de Río Leza;España
26144;Corera;España
26144;Galilea;España
26144;Ocón;España
26145;Ocón;España
26146;Redal, El;España
26147;Ocón;España
26148;Ocón;España
26151;Arrúbal;España
26160;Agoncillo;España
26190;Nalda;España
26191;Sorzano;España
26200;Haro;España
26200;Nájera;España
26210;Anguciana;España
26210;Cihuri;España
26210;Tirgo;España
26211;Foncea;España
26211;Fonzaleche;España
26211;Tirgo;España
26212;Miranda de Ebro;España
26212;Cellorigo;España
26212;Fonzaleche;España
26212;Galbárruli;España
26212;Sajazarra;España
26213;Herramélluri;España
26213;Leiva;España
26213;Ochánduri;España
26213;Tormantos;España
26214;Cuzcurrita de Río Tirón;España
26214;Rodezno;España
26215;Treviana;España
26216;San Millán de Yécora;España
26220;Ollauri;España
26221;Gimileo;España
26222;Rodezno;España
26223;Hormilleja;España
26224;Torrecilla sobre Alesanco;España
26230;Casalarreina;España
26240;Castañares de Rioja;España
26241;Baños de Rioja;España
26250;Arnedo;España
26250;Santo Domingo de la Calzada;España
26256;Villalobar de Rioja;España
26257;Bañares;España
26257;Hervías;España
26258;Cirueña;España
26258;Manzanares de Rioja;España
26259;Corporales;España
26259;Grañón;España
26259;Villarta-Quintana;España
26260;Santurde de Rioja;España
26261;Pazuengos;España
26261;Santurdejo;España
26270;Ojacastro;España
26280;Ezcaray;España
26288;Valgañón;España
26288;Zorraquín;España
26289;Ezcaray;España
26290;Briñas;España
26291;Cidamón;España
26291;San Torcuato;España
26291;Zarratón;España
26292;Haro;España
26292;Villalba de Rioja;España
26300;Nájera;España
26310;Badarán;España
26311;Arenzana de Abajo;España
26311;Camprovín;España
26311;Cárdenas;España
26311;Cordovín;España
26312;Arenzana de Arriba;España
26312;Bezares;España
26312;Tricio;España
26313;Uruñuela;España
26314;Huércanos;España
26315;Alesón;España
26315;Bezares;España
26315;Castroviejo;España
26315;Manjarrés;España
26315;Santa Coloma;España
26320;Baños de Río Tobía;España
26321;Bobadilla;España
26321;Ledesma de la Cogolla;España
26321;Matute;España
26321;Pedroso;España
26321;Tobía;España
26321;Villaverde de Rioja;España
26322;Anguiano;España
26322;Brieva de Cameros;España
26323;Azofra;España
26323;Hormilla;España
26324;Alesanco;España
26325;Canillas de Río Tuerto;España
26325;Cañas;España
26325;Villar de Torre;España
26325;Villarejo;España
26326;San Millán de la Cogolla;España
26327;Berceo;España
26328;Estollo;España
26329;Camprovín;España
26329;Canales de la Sierra;España
26329;Mansilla de la Sierra;España
26329;Ventrosa;España
26329;Villavelayo;España
26329;Viniegra de Abajo;España
26329;Viniegra de Arriba;España
26330;Briones;España
26338;San Vicente de la Sonsierra;España
26339;Ábalos;España
26339;San Vicente de la Sonsierra;España
26340;San Asensio;España
26350;Cenicero;España
26359;Torremontalbo;España
26360;Fuenmayor;España
26370;Navarrete;España
26371;Sotés;España
26371;Ventosa;España
26372;Hornos de Moncalvillo;España
26373;Daroca de Rioja;España
26374;Medrano;España
26375;Entrena;España
26376;Sojuela;España
26500;Calahorra;España
26509;Alcanadre;España
26510;Pradejón;España
26511;Villar de Arnedo, El;España
26512;Tudelilla;España
26513;Ausejo;España
26520;Cervera del Río Alhama;España
26525;Igea;España
26526;Cornago;España
26527;Cervera del Río Alhama;España
26527;Cornago;España
26528;Cervera del Río Alhama;España
26529;Cervera del Río Alhama;España
26530;Aguilar del Río Alhama;España
26531;Aguilar del Río Alhama;España
26532;Valdemadera;España
26533;Navajún;España
26540;Alfaro;España
26550;Rincón de Soto;España
26559;Aldeanueva de Ebro;España
26560;Autol;España
26570;Quel;España
26580;Arnedo;España
26584;Herce;España
26585;Arnedillo;España
26585;Santa Eulalia Bajera;España
26586;Enciso;España
26586;Munilla;España
26586;Zarzosa;España
26587;Grávalos;España
26587;Muro de Aguas;España
26587;Villarroya;España
26588;Bergasa;España
26588;Bergasillas Bajera;España
26589;Arnedillo;España
26589;Préjano;España
27001;Lugo;España
27002;Lugo;España
27003;Lugo;España
27004;Lugo;España
27100;Fonsagrada, A;España
27110;Fonsagrada, A;España
27111;Fonsagrada, A;España
27112;Fonsagrada, A;España
27113;Fonsagrada, A;España
27113;Negueira de Muñiz;España
27114;Fonsagrada, A;España
27115;Fonsagrada, A;España
27116;Fonsagrada, A;España
27117;Fonsagrada, A;España
27118;Fonsagrada, A;España
27120;Castroverde;España
27122;Castroverde;España
27123;Castroverde;España
27124;Castroverde;España
27125;Castroverde;España
27126;Castroverde;España
27127;Castroverde;España
27128;Castroverde;España
27129;Castroverde;España
27130;Baleira;España
27131;Baleira;España
27132;Baleira;España
27133;Baleira;España
27134;Fonsagrada, A;España
27135;Fonsagrada, A;España
27136;Fonsagrada, A;España
27140;Lugo;España
27141;Lugo;España
27142;Castroverde;España
27143;Castroverde;España
27144;Castroverde;España
27145;Corgo, O;España
27146;Castroverde;España
27146;Lugo;España
27150;Outeiro de Rei;España
27151;Outeiro de Rei;España
27152;Guntín;España
27152;Outeiro de Rei;España
27153;Outeiro de Rei;España
27154;Outeiro de Rei;España
27155;Outeiro de Rei;España
27156;Friol;España
27157;Outeiro de Rei;España
27160;Lugo;España
27161;Lugo;España
27162;Corgo, O;España
27163;Corgo, O;España
27164;Corgo, O;España
27166;Castroverde;España
27168;Corgo, O;España
27169;Lugo;España
27170;Portomarín;España
27177;Portomarín;España
27178;Portomarín;España
27179;Portomarín;España
27180;Lugo;España
27181;Guntín;España
27181;Lugo;España
27182;Lugo;España
27183;Guntín;España
27184;Guntín;España
27185;Guntín;España
27185;Lugo;España
27186;Guntín;España
27187;Portomarín;España
27188;Lugo;España
27188;Portomarín;España
27190;Corgo, O;España
27190;Lugo;España
27191;Lugo;España
27192;Lugo;España
27200;Palas de Rei;España
27203;Palas de Rei;España
27204;Palas de Rei;España
27205;Palas de Rei;España
27206;Palas de Rei;España
27207;Palas de Rei;España
27208;Palas de Rei;España
27209;Palas de Rei;España
27210;Guntín;España
27210;Lugo;España
27211;Guntín;España
27212;Portomarín;España
27213;Portomarín;España
27214;Portomarín;España
27215;Monterroso;España
27216;Palas de Rei;España
27217;Palas de Rei;España
27220;Friol;España
27226;Friol;España
27227;Friol;España
27228;Friol;España
27229;Friol;España
27230;Lugo;España
27231;Lugo;España
27232;Lugo;España
27233;Guntín;España
27233;Lugo;España
27234;Guntín;España
27235;Friol;España
27240;Meira;España
27241;Meira;España
27243;Ribeira de Piquín;España
27244;Ribeira de Piquín;España
27245;Ribeira de Piquín;España
27246;Pastoriza, A;España
27247;Meira;España
27247;Pol;España
27248;Pastoriza, A;España
27250;Castro de Rei;España
27256;Castro de Rei;España
27257;Castro de Rei;España
27258;Castro de Rei;España
27259;Castro de Rei;España
27260;Castro de Rei;España
27266;Castro de Rei;España
27267;Castro de Rei;España
27268;Castro de Rei;España
27269;Castro de Rei;España
27270;Pol;España
27271;Castro de Rei;España
27272;Pol;España
27273;Pol;España
27274;Pol;España
27275;Pol;España
27276;Baleira;España
27277;Baleira;España
27278;Baleira;España
27279;Pol;España
27280;Pol;España
27283;Pol;España
27286;Pastoriza, A;España
27287;Pastoriza, A;España
27289;Castro de Rei;España
27289;Lugo;España
27290;Lugo;España
27293;Castroverde;España
27293;Lugo;España
27294;Lugo;España
27296;Lugo;España
27297;Lugo;España
27298;Lugo;España
27299;Friol;España
27299;Lugo;España
27300;Guitiriz;España
27305;Guitiriz;España
27306;Guitiriz;España
27307;Guitiriz;España
27308;Guitiriz;España
27309;Guitiriz;España
27310;Ribas de Sil;España
27317;Ribas de Sil;España
27318;Ribas de Sil;España
27320;Quiroga;España
27324;Folgoso do Courel;España
27325;Folgoso do Courel;España
27326;Folgoso do Courel;España
27327;Folgoso do Courel;España
27328;Folgoso do Courel;España
27328;Quiroga;España
27329;Quiroga;España
27330;Pobra do Brollón, A;España
27331;Pobra do Brollón, A;España
27332;Pobra do Brollón, A;España
27333;Pobra do Brollón, A;España
27334;Pobra do Brollón, A;España
27335;Pobra do Brollón, A;España
27336;Pobra do Brollón, A;España
27338;Pobra do Brollón, A;España
27339;Folgoso do Courel;España
27339;Pobra do Brollón, A;España
27340;Bóveda;España
27341;Incio, O;España
27342;Incio, O;España
27343;Bóveda;España
27344;Bóveda;España
27345;Incio, O;España
27346;Incio, O;España
27347;Incio, O;España
27347;Pobra do Brollón, A;España
27348;Incio, O;España
27349;Bóveda;España
27350;Bóveda;España
27359;Bóveda;España
27360;Láncara;España
27362;Páramo, O;España
27363;Páramo, O;España
27364;Páramo, O;España
27366;Láncara;España
27367;Láncara;España
27368;Láncara;España
27369;Láncara;España
27369;Páramo, O;España
27370;Begonte;España
27370;Rábade;España
27372;Begonte;España
27372;Guitiriz;España
27373;Begonte;España
27373;Outeiro de Rei;España
27374;Outeiro de Rei;España
27375;Begonte;España
27375;Cospeito;España
27375;Vilalba;España
27376;Cospeito;España
27377;Cospeito;España
27378;Cospeito;España
27379;Cospeito;España
27380;Guitiriz;España
27388;Guitiriz;España
27389;Guitiriz;España
27390;Quiroga;España
27391;Pobra do Brollón, A;España
27391;Quiroga;España
27392;Sarria;España
27400;Chantada;España
27400;Guitiriz;España
27400;Monforte de Lemos;España
27410;Monforte de Lemos;España
27411;Monforte de Lemos;España
27412;Monforte de Lemos;España
27413;Monforte de Lemos;España
27413;Pobra do Brollón, A;España
27414;Monforte de Lemos;España
27415;Monforte de Lemos;España
27416;Monforte de Lemos;España
27417;Monforte de Lemos;España
27418;Monforte de Lemos;España
27419;Monforte de Lemos;España
27419;Pantón;España
27420;Monforte de Lemos;España
27421;Sober;España
27422;Sober;España
27423;Sober;España
27424;Sober;España
27425;Sober;España
27430;Pantón;España
27437;Pantón;España
27438;Pantón;España
27439;Pantón;España
27440;Sober;España
27450;Pantón;España
27460;Sober;España
27466;Sober;España
27468;Sober;España
27469;Sober;España
27470;Pantón;España
27500;Chantada;España
27510;Chantada;España
27511;Chantada;España
27512;Chantada;España
27513;Chantada;España
27514;Chantada;España
27515;Chantada;España
27515;Monterroso;España
27516;Chantada;España
27517;Chantada;España
27518;Chantada;España
27519;Chantada;España
27520;Carballedo;España
27527;Carballedo;España
27528;Carballedo;España
27529;Carballedo;España
27530;Carballedo;España
27531;Carballedo;España
27532;Carballedo;España
27533;Carballedo;España
27533;Chantada;España
27540;Saviñao, O;España
27543;Saviñao, O;España
27544;Saviñao, O;España
27545;Saviñao, O;España
27546;Saviñao, O;España
27547;Saviñao, O;España
27548;Saviñao, O;España
27549;Pantón;España
27549;Saviñao, O;España
27550;Taboada;España
27554;Taboada;España
27555;Taboada;España
27556;Taboada;España
27557;Taboada;España
27558;Taboada;España
27559;Taboada;España
27560;Monterroso;España
27568;Monterroso;España
27569;Monterroso;España
27570;Antas de Ulla;España
27576;Antas de Ulla;España
27577;Antas de Ulla;España
27578;Antas de Ulla;España
27579;Antas de Ulla;España
27590;Monforte de Lemos;España
27591;Monforte de Lemos;España
27592;Monforte de Lemos;España
27592;Pantón;España
27593;Pantón;España
27594;Saviñao, O;España
27595;Chantada;España
27596;Taboada;España
27600;Sarria;España
27610;Sarria;España
27611;Paradela;España
27612;Paradela;España
27612;Sarria;España
27613;Sarria;España
27614;Láncara;España
27614;Sarria;España
27615;Láncara;España
27615;Sarria;España
27616;Sarria;España
27617;Sarria;España
27618;Sarria;España
27619;Sarria;España
27620;Samos;España
27623;Samos;España
27624;Samos;España
27625;Samos;España
27626;Samos;España
27627;Samos;España
27628;Samos;España
27630;Triacastela;España
27631;Samos;España
27631;Triacastela;España
27632;Triacastela;España
27633;Páramo, O;España
27633;Samos;España
27634;Triacastela;España
27635;Samos;España
27636;Samos;España
27637;Sarria;España
27638;Samos;España
27639;Triacastela;España
27640;Becerreá;España
27646;Nogais, As;España
27647;Becerreá;España
27648;Becerreá;España
27649;Becerreá;España
27650;Becerreá;España
27650;Navia de Suarna;España
27651;Navia de Suarna;España
27652;Navia de Suarna;España
27653;Navia de Suarna;España
27654;Navia de Suarna;España
27655;Navia de Suarna;España
27656;Navia de Suarna;España
27657;Navia de Suarna;España
27658;Navia de Suarna;España
27659;Cervantes;España
27659;Navia de Suarna;España
27660;Becerreá;España
27661;Becerreá;España
27661;Cervantes;España
27662;Cervantes;España
27663;Becerreá;España
27664;Becerreá;España
27664;Cervantes;España
27665;Cervantes;España
27666;Cervantes;España
27667;Cervantes;España
27668;Becerreá;España
27670;Pedrafita do Cebreiro;España
27671;Pedrafita do Cebreiro;España
27672;Pedrafita do Cebreiro;España
27673;Pedrafita do Cebreiro;España
27675;Nogais, As;España
27676;Nogais, As;España
27677;Becerreá;España
27677;Cervantes;España
27677;Nogais, As;España
27678;Becerreá;España
27679;Becerreá;España
27680;Baralla;España
27685;Baralla;España
27686;Baralla;España
27687;Baralla;España
27688;Baralla;España
27689;Baralla;España
27690;Sarria;España
27691;Láncara;España
27692;Láncara;España
27693;Láncara;España
27694;Becerreá;España
27695;Becerreá;España
27695;Baralla;España
27696;Baralla;España
27697;Baralla;España
27698;Becerreá;España
27699;Láncara;España
27700;Ribadeo;España
27700;Valadouro, O;España
27710;Ribadeo;España
27711;Ribadeo;España
27712;Ribadeo;España
27713;Ribadeo;España
27714;Ribadeo;España
27715;Ribadeo;España
27720;Pontenova, A;España
27721;Pontenova, A;España
27722;Pontenova, A;España
27723;Pontenova, A;España
27724;Pontenova, A;España
27725;Pontenova, A;España
27726;Pontenova, A;España
27727;Pontenova, A;España
27728;Pontenova, A;España
27729;Pontenova, A;España
27730;Abadín;España
27737;Abadín;España
27738;Abadín;España
27740;Mondoñedo;España
27742;Mondoñedo;España
27743;Riotorto;España
27744;Riotorto;España
27745;Riotorto;España
27747;Mondoñedo;España
27748;Mondoñedo;España
27749;Mondoñedo;España
27750;Lourenzá;España
27751;Lourenzá;España
27752;Mondoñedo;España
27760;Lourenzá;España
27765;Trabada;España
27766;Trabada;España
27767;Trabada;España
27768;Trabada;España
27770;Valadouro, O;España
27773;Alfoz;España
27774;Alfoz;España
27775;Alfoz;España
27776;Alfoz;España
27777;Valadouro, O;España
27778;Alfoz;España
27778;Valadouro, O;España
27779;Valadouro, O;España
27780;Foz;España
27785;Foz;España
27786;Foz;España
27787;Foz;España
27788;Foz;España
27789;Foz;España
27790;Barreiros;España
27791;Mondoñedo;España
27792;Barreiros;España
27793;Barreiros;España
27794;Barreiros;España
27796;Ribadeo;España
27797;Ribadeo;España
27798;Barreiros;España
27800;Vilalba;España
27810;Vilalba;España
27811;Vilalba;España
27812;Vilalba;España
27813;Vilalba;España
27814;Vilalba;España
27815;Vilalba;España
27816;Vilalba;España
27817;Muras;España
27818;Vilalba;España
27820;Vilalba;España
27821;Vilalba;España
27822;Vilalba;España
27823;Vilalba;España
27824;Xermade;España
27825;Vilalba;España
27826;Xermade;España
27830;Vilalba;España
27832;Xermade;España
27833;Xermade;España
27834;Xermade;España
27835;Xermade;España
27836;Muras;España
27837;Muras;España
27840;Vilalba;España
27841;Vilalba;España
27842;Vilalba;España
27843;Abadín;España
27843;Vilalba;España
27845;Abadín;España
27849;Abadín;España
27850;Viveiro;España
27860;Vicedo, O;España
27861;Vicedo, O;España
27861;Viveiro;España
27863;Viveiro;España
27864;Viveiro;España
27865;Muras;España
27865;Ourol;España
27866;Ourol;España
27866;Viveiro;España
27867;Ourol;España
27867;Viveiro;España
27868;Vicedo, O;España
27869;Viveiro;España
27870;Xove;España
27876;Xove;España
27877;Xove;España
27878;Xove;España
27879;Xove;España
27880;Burela;España
27888;Cervo;España
27889;Cervo;España
27890;Cervo;España
27891;Cervo;España
27892;Foz;España
27893;Foz;España
28000;Madrid;España
28001;Madrid;España
28002;Madrid;España
28003;Madrid;España
28004;Madrid;España
28005;Madrid;España
28006;Madrid;España
28007;Madrid;España
28008;Madrid;España
28009;Madrid;España
28010;Madrid;España
28011;Madrid;España
28012;Madrid;España
28013;Madrid;España
28014;Madrid;España
28015;Madrid;España
28016;Madrid;España
28017;Madrid;España
28018;Madrid;España
28019;Madrid;España
28020;Madrid;España
28021;Madrid;España
28022;Madrid;España
28023;Madrid;España
28024;Madrid;España
28024;Pozuelo de Alarcón;España
28025;Madrid;España
28026;Madrid;España
28027;Madrid;España
28028;Madrid;España
28029;Madrid;España
28030;Madrid;España
28031;Madrid;España
28032;Madrid;España
28033;Madrid;España
28034;Madrid;España
28035;Madrid;España
28036;Madrid;España
28037;Madrid;España
28038;Madrid;España
28039;Madrid;España
28040;Madrid;España
28041;Madrid;España
28042;Madrid;España
28043;Madrid;España
28044;Madrid;España
28045;Madrid;España
28046;Madrid;España
28047;Madrid;España
28048;Madrid;España
28049;Madrid;España
28050;Madrid;España
28051;Madrid;España
28052;Madrid;España
28053;Madrid;España
28054;Madrid;España
28055;Madrid;España
28100;Alcobendas;España
28108;Alcobendas;España
28109;Alcobendas;España
28110;Algete;España
28120;Algete;España
28120;Colmenar Viejo;España
28124;Robledillo de la Jara;España
28130;Valdeolmos-Alalpardo;España
28140;Fuente el Saz de Jarama;España
28150;Valdetorres de Jarama;España
28160;Talamanca de Jarama;España
28160;Torrelaguna;España
28170;Valdepiélagos;España
28180;Torrelaguna;España
28189;Atazar, El;España
28189;Patones;España
28189;Torremocha de Jarama;España
28190;Cardoso de la Sierra, El;España
28190;Montejo de la Sierra;España
28190;Puebla de la Sierra;España
28191;Hiruela, La;España
28191;Horcajuelo de la Sierra;España
28191;Prádena del Rincón;España
28192;Berrueco, El;España
28193;Cervera de Buitrago;España
28194;Berzosa del Lozoya;España
28194;Robledillo de la Jara;España
28195;Puentes Viejas;España
28196;Puentes Viejas;España
28200;San Lorenzo de El Escorial;España
28210;Navalagamella;España
28210;Valdemorillo;España
28211;Escorial, El;España
28212;Navalagamella;España
28213;Colmenar del Arroyo;España
28214;Fresnedillas de la Oliva;España
28219;Escorial, El;España
28220;Majadahonda;España
28221;Majadahonda;España
28222;Majadahonda;España
28223;Pozuelo de Alarcón;España
28224;Pozuelo de Alarcón;España
28229;Villanueva del Pardillo;España
28231;Rozas de Madrid, Las;España
28232;Rozas de Madrid, Las;España
28240;Hoyo de Manzanares;España
28248;Hoyo de Manzanares;España
28250;Galapagar;España
28250;Torrelodones;España
28260;Galapagar;España
28270;Colmenarejo;España
28270;Galapagar;España
28280;Escorial, El;España
28290;Rozas de Madrid, Las;España
28292;Escorial, El;España
28292;Galapagar;España
28293;Zarzalejo;España
28294;Robledo de Chavela;España
28295;Valdemaqueda;España
28296;Santa María de la Alameda;España
28296;Zarzalejo;España
28297;Santa María de la Alameda;España
28300;Aranjuez;España
28320;Pinto;España
28330;San Martín de la Vega;España
28340;Valdemoro;España
28341;Valdemoro;España
28342;Valdemoro;España
28343;Valdemoro;España
28350;Ciempozuelos;España
28359;Titulcia;España
28360;Villaconejos;España
28370;Chinchón;España
28380;Colmenar de Oreja;España
28390;Belmonte de Tajo;España
28391;Valdelaguna;España
28400;Collado Villalba;España
28400;Galapagar;España
28410;Manzanares el Real;España
28411;Moralzarzal;España
28412;Boalo, El;España
28413;Boalo, El;España
28420;Galapagar;España
28430;Alpedrete;España
28440;Guadarrama;España
28450;Collado Mediano;España
28460;Molinos, Los;España
28470;Cercedilla;España
28480;Guadarrama;España
28490;Becerril de la Sierra;España
28491;Navacerrada;España
28492;Boalo, El;España
28492;Manzanares el Real;España
28500;Arganda del Rey;España
28510;Campo Real;España
28511;Valdilecha;España
28512;Villar del Olmo;España
28514;Nuevo Baztán;España
28514;Villar del Olmo;España
28515;Olmeda de las Fuentes;España
28521;Rivas-Vaciamadrid;España
28522;Rivas-Vaciamadrid;España
28523;Rivas-Vaciamadrid;España
28524;Rivas-Vaciamadrid;España
28530;Morata de Tajuña;España
28540;Perales de Tajuña;España
28550;Tielmes;España
28560;Carabaña;España
28570;Orusco de Tajuña;España
28580;Ambite;España
28590;Villarejo de Salvanés;España
28594;Valdaracete;España
28595;Estremera;España
28596;Brea de Tajo;España
28597;Fuentidueña de Tajo;España
28598;Villamanrique de Tajo;España
28600;Navalcarnero;España
28607;Álamo, El;España
28609;Sevilla la Nueva;España
28609;Villamantilla;España
28609;Villanueva de Perales;España
28610;Villamanta;España
28610;Villamantilla;España
28620;Aldea del Fresno;España
28630;Villa del Prado;España
28635;Móstoles;España
28640;Cadalso de los Vidrios;España
28648;Cadalso de los Vidrios;España
28649;Rozas de Puerto Real;España
28650;Cenicientos;España
28660;Boadilla del Monte;España
28670;Villaviciosa de Odón;España
28680;San Martín de Valdeiglesias;España
28690;Brunete;España
28691;Villanueva de la Cañada;España
28692;Villanueva de la Cañada;España
28693;Quijorna;España
28694;Chapinería;España
28695;Navas del Rey;España
28696;Pelayos de la Presa;España
28700;San Sebastián de los Reyes;España
28701;San Sebastián de los Reyes;España
28702;San Sebastián de los Reyes;España
28703;San Sebastián de los Reyes;España
28706;San Sebastián de los Reyes;España
28707;Colmenar Viejo;España
28707;San Sebastián de los Reyes;España
28708;San Sebastián de los Reyes;España
28709;San Sebastián de los Reyes;España
28710;Molar, El;España
28720;Bustarviejo;España
28721;Cabanillas de la Sierra;España
28721;Redueña;España
28722;Vellón, El;España
28723;Pedrezuela;España
28729;Navalafuente;España
28729;Valdemanco;España
28729;Venturada;España
28730;Buitrago del Lozoya;España
28737;Braojos;España
28737;Gascones;España
28737;Piñuécar-Gandullas;España
28737;Serna del Monte, La;España
28739;Garganta de los Montes;España
28739;Gargantilla del Lozoya y Pinilla de Buitrago;España
28739;Navarredonda y San Mamés;España
28739;Villavieja del Lozoya;España
28740;Rascafría;España
28742;Lozoya;España
28743;Canencia;España
28743;Garganta de los Montes;España
28749;Alameda del Valle;España
28749;Pinilla del Valle;España
28749;Rascafría;España
28750;Colmenar Viejo;España
28750;San Agustín del Guadalix;España
28751;Cabrera, La;España
28752;Lozoyuela-Navas-Sieteiglesias;España
28753;Lozoyuela-Navas-Sieteiglesias;España
28754;Lozoyuela-Navas-Sieteiglesias;España
28754;Puentes Viejas;España
28755;Acebeda, La;España
28755;Horcajo de la Sierra-Aoslos;España
28755;Madarcos;España
28755;Robregordo;España
28756;Somosierra;España
28760;Tres Cantos;España
28770;Colmenar Viejo;España
28791;Soto del Real;España
28792;Miraflores de la Sierra;España
28794;Guadalix de la Sierra;España
28801;Alcalá de Henares;España
28802;Alcalá de Henares;España
28803;Alcalá de Henares;España
28804;Alcalá de Henares;España
28805;Alcalá de Henares;España
28806;Alcalá de Henares;España
28807;Álamo, El;España
28807;Alcalá de Henares;España
28810;Villalbilla;España
28811;Corpa;España
28812;Pezuela de las Torres;España
28812;Valverde de Alcalá;España
28813;Pozuelo del Rey;España
28813;Torres de la Alameda;España
28814;Daganzo de Arriba;España
28815;Fresno de Torote;España
28815;Ribatejada;España
28816;Camarma de Esteruelas;España
28816;Valdeavero;España
28817;Santos de la Humosa, Los;España
28818;Anchuelo;España
28818;Santorcaz;España
28821;Coslada;España
28822;Coslada;España
28823;Coslada;España
28830;San Fernando de Henares;España
28840;Mejorada del Campo;España
28850;Torrejón de Ardoz;España
28860;Paracuellos de Jarama;España
28861;Paracuellos de Jarama;España
28862;Paracuellos de Jarama;España
28863;Cobeña;España
28864;Ajalvir;España
28880;Meco;España
28890;Loeches;España
28891;Velilla de San Antonio;España
28901;Getafe;España
28902;Getafe;España
28903;Getafe;España
28904;Getafe;España
28905;Getafe;España
28906;Getafe;España
28907;Getafe;España
28909;Getafe;España
28911;Leganés;España
28912;Leganés;España
28913;Leganés;España
28914;Leganés;España
28915;Leganés;España
28916;Leganés;España
28917;Leganés;España
28918;Leganés;España
28919;Leganés;España
28921;Alcorcón;España
28922;Alcorcón;España
28923;Alcorcón;España
28924;Alcorcón;España
28925;Alcorcón;España
28931;Móstoles;España
28932;Móstoles;España
28933;Móstoles;España
28934;Móstoles;España
28935;Móstoles;España
28936;Móstoles;España
28937;Móstoles;España
28938;Móstoles;España
28939;Arroyomolinos;España
28941;Fuenlabrada;España
28942;Fuenlabrada;España
28943;Fuenlabrada;España
28944;Fuenlabrada;España
28945;Fuenlabrada;España
28946;Fuenlabrada;España
28947;Fuenlabrada;España
28950;Moraleja de Enmedio;España
28970;Humanes de Madrid;España
28971;Griñón;España
28976;Batres;España
28977;Casarrubuelos;España
28978;Cubas de la Sagra;España
28979;Serranillos del Valle;España
28981;Parla;España
28982;Parla;España
28983;Parla;España
28984;Parla;España
28990;Torrejón de Velasco;España
28991;Torrejón de la Calzada;España
29001;Málaga;España
29002;Málaga;España
29003;Málaga;España
29004;Málaga;España
29005;Málaga;España
29006;Málaga;España
29007;Málaga;España
29008;Málaga;España
29009;Málaga;España
29010;Cártama;España
29010;Málaga;España
29011;Málaga;España
29012;Málaga;España
29013;Málaga;España
